TERM,QUARTER,PERCENTILE,SAT,1st_Spring,2nd_Fall
200508,3rd Quarter,46,870,N,N
200508,3rd Quarter,47,870,N,N
200508,3rd Quarter,48,870,Y,Y
200508,2nd Quarter,51,870,Y,N
200508,2nd Quarter,51,870,Y,N
200508,2nd Quarter,52,870,Y,N
200508,2nd Quarter,53,870,N,N
200508,2nd Quarter,53,870,N,N
200508,2nd Quarter,58,870,Y,Y
200508,2nd Quarter,61,870,N,N
200508,2nd Quarter,61,870,Y,Y
200508,2nd Quarter,62,870,Y,Y
200508,2nd Quarter,64,870,N,N
200508,2nd Quarter,65,870,Y,N
200508,2nd Quarter,67,870,Y,Y
200508,2nd Quarter,68,870,Y,Y
200508,2nd Quarter,70,870,Y,N
200508,2nd Quarter,71,870,Y,Y
200508,2nd Quarter,71,870,Y,Y
200508,2nd Quarter,71,870,Y,N
200508,2nd Quarter,73,870,Y,Y
200508,2nd Quarter,73,870,Y,Y
200508,2nd Quarter,75,870,Y,N
200508,2nd Quarter,75,870,Y,Y
200508,2nd Quarter,75,870,Y,Y
200508,1st Quarter,76,870,Y,N
200508,1st Quarter,78,870,Y,Y
200508,1st Quarter,78,870,N,N
200508,1st Quarter,79,870,Y,Y
200508,1st Quarter,79,870,Y,N
200508,1st Quarter,80,870,Y,Y
200508,1st Quarter,81,870,Y,Y
200508,1st Quarter,81,870,Y,N
200508,1st Quarter,82,870,Y,Y
200508,1st Quarter,83,870,Y,Y
200508,1st Quarter,84,870,Y,Y
200508,1st Quarter,84,870,Y,Y
200508,1st Quarter,88,870,Y,Y
200508,1st Quarter,88,870,Y,Y
200508,Top 10%,90,870,Y,Y
200508,4th Quarter,16,880,Y,N
200508,3rd Quarter,39,880,Y,Y
200508,2nd Quarter,53,880,N,N
200508,2nd Quarter,54,880,Y,Y
200508,2nd Quarter,56,880,N,N
200508,2nd Quarter,58,880,Y,Y
200508,2nd Quarter,58,880,Y,Y
200508,2nd Quarter,63,880,Y,Y
200508,2nd Quarter,64,880,Y,Y
200508,2nd Quarter,68,880,Y,N
200508,2nd Quarter,70,880,Y,Y
200508,2nd Quarter,71,880,Y,N
200508,1st Quarter,76,880,Y,Y
200508,1st Quarter,77,880,Y,N
200508,1st Quarter,79,880,Y,Y
200508,1st Quarter,84,880,Y,Y
200508,3rd Quarter,36,890,Y,N
200508,3rd Quarter,48,890,Y,N
200508,3rd Quarter,50,890,Y,Y
200508,2nd Quarter,51,890,Y,N
200508,2nd Quarter,51,890,N,N
200508,2nd Quarter,52,890,Y,Y
200508,2nd Quarter,52,890,Y,Y
200508,2nd Quarter,53,890,N,Y
200508,2nd Quarter,61,890,Y,Y
200508,2nd Quarter,64,890,Y,N
200508,2nd Quarter,64,890,Y,N
200508,2nd Quarter,66,890,Y,Y
200508,2nd Quarter,71,890,Y,Y
200508,2nd Quarter,75,890,Y,N
200508,1st Quarter,76,890,Y,N
200508,1st Quarter,77,890,Y,Y
200508,1st Quarter,79,890,Y,Y
200508,1st Quarter,81,890,Y,Y
200508,1st Quarter,81,890,Y,Y
200508,1st Quarter,86,890,Y,Y
200508,4th Quarter,22,900,Y,N
200508,3rd Quarter,49,900,Y,Y
200508,2nd Quarter,58,900,N,N
200508,2nd Quarter,60,900,Y,Y
200508,2nd Quarter,61,900,Y,N
200508,2nd Quarter,63,900,Y,Y
200508,2nd Quarter,63,900,Y,N
200508,2nd Quarter,64,900,Y,Y
200508,2nd Quarter,65,900,Y,N
200508,2nd Quarter,67,900,Y,Y
